data:text/csv;charset=utf-8,
year,occupation_family,occupation_group,average_age,average_wage,wage,jobs,average_establishment_size,color,icon,ID CBO
2007,"Projetistas de Produtos e Serviços","Técnicos de Nível Médio",31,544.09,9793.74,18,3,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3188"
2007,"Produtores em Pecuária Polivalentes","Trabalhadores Agropecuários, Florestais e da Pesca",46,807.52,5652.69,7,1,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6130"
2007,"Leiloeiros e Avaliadores","Técnicos de Nível Médio",44,1492.93,113463.26,76,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3544"
2007,"Produtores de Animais e Insetos","Trabalhadores Agropecuários, Florestais e da Pesca",42,685.78,4800.51,7,1,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6134"
2007,"Produtores Agropecuários em Geral","Trabalhadores Agropecuários, Florestais e da Pesca",38,797.14,18334.37,23,1,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6110"
2007,"Agricultores nas Culturas de Plantas Estimulantes","Trabalhadores Agropecuários, Florestais e da Pesca",37,300,600,2,2,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6226"
2007,"Trabalhadores no beneficiamento de Pedras","Trabalhadores Especializados da Produção",43,744.56,23081.58,31,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7122"
2007,"Trabalhadores de Trefilação e Estiramento de Metais","Trabalhadores Especializados da Produção",38,508.33,6608.31,13,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7224"
2007,"Criadores de Animais Aquáticos","Trabalhadores Agropecuários, Florestais e da Pesca",39,588.18,9410.97,16,4,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6313"
2007,"Vidraceiros","Trabalhadores Especializados da Produção",47,1608.4,53077.36,33,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7163"
2007,"Mecânicos de Aparelhos de Refrigeração","Trabalhadores de Manutenção e Reparação",44,1228.16,30704.23,25,2,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9112"
2007,"Carpinteiros Navais","Trabalhadores Especializados da Produção",66,551,551,1,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7771"
2007,"Trabalhadores Subaquáticos","Trabalhadores Especializados da Produção",40,994.8,4974,5,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7817"
2007,"Auditores Fiscais da Previdência Social","Profissionais das Ciências e das Artes",44,2240.13,109766.64,49,4,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2542"
2007,"Trabalhadores na Fabricação de Bebidas","Trabalhadores da Indústria",44,792.29,3169.19,4,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8417"
2007,"Trabalhadores de Tratamentos Químicos","Trabalhadores da Indústria",37,745.59,11929.52,16,2,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8112"
2007,"Técnicos em Siderurgia","Técnicos de Nível Médio",46,1380.64,2761.28,2,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3147"
2007,"Operadores de Produção e Refino de Petróleo e Gás","Trabalhadores da Indústria",55,737.93,10331.15,14,14,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8115"
2007,"Dançarinos","Técnicos de Nível Médio",40,1039.46,8315.7,8,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3761"
2007,"Agricultores de Flores","Trabalhadores Agropecuários, Florestais e da Pesca",43,712.91,57746.04,81,2,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6224"
2007,"Extrativistas de Alimentos Silvestres","Trabalhadores Agropecuários, Florestais e da Pesca",47,1210,1210,1,1,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6324"
2007,"Supervisores da Mecânica de Instrumentos","Trabalhadores Especializados da Produção",35,632.81,3164.08,5,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7401"
2007,"Técnicos de Apoio à Bioengenharia","Técnicos de Nível Médio",36,757.58,6818.28,9,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3012"
2007,"Operadores de Instalações Farmacêuticas","Trabalhadores da Indústria",36,664.28,9964.25,15,2,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8118"
2007,"Supervisores de Produção em Indústrias Químicas","Trabalhadores da Indústria",40,2639.99,10559.96,4,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8101"
2007,"Técnicos em Necropsia e Taxidermistas","Técnicos de Nível Médio",42,2317.14,1084421.8,468,23,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3281"
2007,"Operadores de Veículos Subaquáticos","Trabalhadores Especializados da Produção",44,859.84,19776.39,23,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7813"
2007,"Supervisores de Manutenção Eletromecânica","Trabalhadores de Manutenção e Reparação",47,720.56,5764.5,8,1,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9503"
2007,"Trabalhadores da Fabricação de Pasta de Papel","Trabalhadores da Indústria",62,1100,1100,1,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8311"
2007,"Artesãos na Conservação de Alimentos","Trabalhadores da Indústria",55,471.2,471.2,1,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8481"
2007,"Operadores de Equipamentos de Massas","Trabalhadores da Indústria",44,720.82,30274.57,42,2,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8418"
2007,"Operadores de Máquinas de Usinar Madeira","Trabalhadores Especializados da Produção",38,482.29,1929.19,4,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7734"
2007,"Montadores de Máquinas em Linhas de Montagem","Trabalhadores Especializados da Produção",54,1234,17276.11,14,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7251"
2007,"Supervisores de Embalagem e Etiquetagem","Trabalhadores Especializados da Produção",44,716.07,7160.76,10,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7801"
2007,"Operadores de Fabricação de Materiais de Construção","Trabalhadores da Indústria",46,1167.77,2335.54,2,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8232"
2007,"Analistas de Comércio Exterior","Técnicos de Nível Médio",38,2864.87,22918.98,8,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3543"
2007,"Trabalhadores da Transformação de Vidros","Trabalhadores Especializados da Produção",43,1591.78,77997.68,49,8,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7522"
2007,"Artesãos na Fabricação de Laticínios","Trabalhadores da Indústria",42,1156.53,20817.66,18,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8482"
2007,"Desenhistas Técnicos","Técnicos de Nível Médio",50,2219.9,8879.6,4,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3183"
2007,"Produtores Agrícolas de Flores","Trabalhadores Agropecuários, Florestais e da Pesca",45,642.14,9632.15,15,2,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6124"
2007,"Operadores de Outras Instalações Químicas","Trabalhadores da Indústria",50,1312.5,5250,4,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8131"
2007,"Trabalhadores da Indústria de Grãos","Trabalhadores da Indústria",31,901.7,3606.8,4,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8411"
2007,"Trabalhadores na Degustação","Trabalhadores da Indústria",53,452.36,452.36,1,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8484"
2007,"Projetistas da Mecânica","Técnicos de Nível Médio",28,2003.29,8013.18,4,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3186"
2007,"Joalheiros e Lapidadores","Trabalhadores Especializados da Produção",45,687.85,2063.57,3,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7510"
2007,"Agricultores de Oleaginosas","Trabalhadores Agropecuários, Florestais e da Pesca",36,1145.53,2291.07,2,1,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6227"
2007,"Trabalhadores no Beneficiamento do Sal","Trabalhadores da Indústria",50,1037.47,12449.72,12,6,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8412"
2008,"Técnicos e Auxiliares de Enfermagem","Técnicos de Nível Médio",41,1186.6,275401647.54,232093,45,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3222"
2008,"Porteiros e Vigias","Trabalhadores de Serviços e Comércio",43,846.01,94811376.48,112068,25,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5174"
2008,"Contínuos","Trabalhadores de Serviços Administrativos",42,684.48,15090205.88,22046,20,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4122"
2003,"Vendedores em Domicílio","Trabalhadores de Serviços e Comércio",40,607.5,2430,4,1,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5241"
2003,"Analistas de Comércio Exterior","Técnicos de Nível Médio",44,240,240,1,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3543"
2003,"Forneiros Metalúrgicos","Trabalhadores da Indústria",50,1112,1112,1,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8221"
2003,"Supervisores na Confecção de Produtos de Tecido","Trabalhadores Especializados da Produção",45,100,300,3,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7605"
2003,"Supervisores de Produção de Farmacêuticos","Trabalhadores da Indústria",33,1113.09,2226.18,2,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8103"
2003,"Vendedores Ambulantes","Trabalhadores de Serviços e Comércio",44,381.51,381.51,1,1,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5243"
2003,"Supervisores de Materiais de Construção","Trabalhadores da Indústria",53,0,0,1,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8202"
2003,"Projetistas da Mecânica","Técnicos de Nível Médio",28,0,0,1,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3186"
2003,"Operadores de Máquinas de Costurar e Montar Calçados","Trabalhadores Especializados da Produção",35,503.83,1007.67,2,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7642"
2003,"Supervisores de Siderúrgia","Trabalhadores da Indústria",50,259.37,259.37,1,1,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8201"
2008,"Assistentes Sociais","Profissionais das Ciências e das Artes",43,2446.96,73164142.28,29900,8,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2516"
2008,"Enfermeiros","Profissionais das Ciências e das Artes",38,2710.14,155112191.71,57234,13,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2235"
2008,"Advogados","Profissionais das Ciências e das Artes",40,5927.27,91665376.66,15465,4,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2410"
2008,"Cozinheiros","Trabalhadores de Serviços e Comércio",44,660.33,47171222.88,71435,28,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5132"
2008,"Farmacêuticos","Profissionais das Ciências e das Artes",40,2456.13,30610768.3,12463,4,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2234"
2008,"Psicólogos e Psicanalistas","Profissionais das Ciências e das Artes",40,2065.8,35021601.88,16953,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2515"
2008,"Técnicos em Diagnóstico e Terapia","Técnicos de Nível Médio",42,1646.56,15047979.73,9139,9,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3241"
2008,"Trabalhadores Agropecuários em Geral","Trabalhadores Agropecuários, Florestais e da Pesca",46,1290.42,7390277.99,5727,33,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6210"
2008,"Ferramenteiros","Trabalhadores Especializados da Produção",43,853.2,81907.21,96,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7211"
2008,"Biólogos","Profissionais das Ciências e das Artes",40,2948.39,14848102.52,5036,8,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2211"
2008,"Outros Profissionais de Ensino","Profissionais das Ciências e das Artes",42,2038.24,109413158.64,53680,17,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2394"
2008,"Nutricionistas","Profissionais das Ciências e das Artes",37,2002.62,13337480.49,6660,2,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2237"
2008,"Contadores","Profissionais das Ciências e das Artes",44,8107.56,102811982.61,12681,4,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2522"
2008,"Cirurgiões-Dentistas","Profissionais das Ciências e das Artes",41,2545.91,100413481.62,39441,9,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2232"
2008,"Veterinários e Zootecnistas","Profissionais das Ciências e das Artes",45,3404.13,34865184.97,10242,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2233"
2008,"Técnicos em Contabilidade","Técnicos de Nível Médio",44,2220.89,27008298.09,12161,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3511"
2008,"Profissionais da Educação Física","Profissionais das Ciências e das Artes",41,2029.43,10603811.41,5225,7,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2241"
2008,"Dirigentes da Administração Pública","Dirigentes",41,2116.22,21287081.26,10059,5,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1112"
2008,"Diretores de Serviços Sociais","Dirigentes",40,1318.94,4227217.31,3205,4,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1311"
2008,"Diretores de Serviços Educacionais","Dirigentes",42,2334.02,67362294.77,28861,14,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1313"
2008,"Professores de Nível Médio no Ensino Básico","Técnicos de Nível Médio",40,1367.24,931004670.02,680936,235,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3312"
2008,"Trabalhadores de Administração de Edifícios","Trabalhadores de Serviços e Comércio",43,542.19,27537713.72,50789,28,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5141"
2008,"Fonoaudiólogos","Profissionais das Ciências e das Artes",35,1919.12,6674700.06,3478,2,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2238"
2008,"Motoristas de Transportes Públicos","Trabalhadores Especializados da Produção",44,1032.51,11828538.43,11456,10,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7824"
2008,"Diretores Administrativos e Financeiros","Dirigentes",41,1834.7,27986610.41,15254,7,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1231"
2008,"Policiais, Guardas Civis e Agentes de Trânsito","Trabalhadores de Serviços e Comércio",37,1576.6,95630468.34,60656,62,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5172"
2008,"Trabalhadores de Alvenaria","Trabalhadores Especializados da Produção",47,909.53,23975405.17,26360,7,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7152"
2008,"Professores na Educação Infantil","Profissionais das Ciências e das Artes",41,2631.59,202493658.74,76947,72,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2311"
2008,"Gerentes de Suprimentos e Afins","Dirigentes",43,2338.91,830315.22,355,1,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1424"
2008,"Trabalhadores dos Serviços Domésticos","Trabalhadores de Serviços e Comércio",42,531.55,15316316.94,28814,26,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5121"
2008,"Técnicos Marítimos","Técnicos de Nível Médio",43,836.41,115424.62,138,3,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3413"
2008,"Gerentes Administrativos e Financeiros","Dirigentes",40,2128.46,20005405.4,9399,10,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1421"
2008,"Apontadores e Conferentes","Trabalhadores de Serviços Administrativos",43,1165.58,1333423.77,1144,4,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4142"
2008,"Gerentes de Recursos Humanos","Dirigentes",39,1735.77,2829313.2,1630,3,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1422"
2008,"Técnicos em Geomática","Técnicos de Nível Médio",46,1984.73,3441535.47,1734,2,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3123"
2008,"Economistas","Profissionais das Ciências e das Artes",47,5104.59,18994216.4,3721,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2512"
2008,"Professores de Pedagogia do Ensino Superior","Profissionais das Ciências e das Artes",40,2143.26,32800476.37,15304,50,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2345"
2008,"Operadores de Telefonia","Trabalhadores de Serviços Administrativos",40,902.29,12601496.86,13966,4,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4222"
2008,"Professores Práticos no Ensino Profissionalizante","Técnicos de Nível Médio",40,1030.49,2423718.98,2352,15,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3322"
2008,"Técnicos Porturários e Transporte","Técnicos de Nível Médio",40,979.99,36259.71,37,2,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3426"
2008,"Engenheiros Civis","Profissionais das Ciências e das Artes",48,5154.16,57257615.74,11109,5,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2142"
2008,"Padeiros e Confeiteiros","Trabalhadores da Indústria",42,913.31,607354.09,665,2,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8483"
2008,"Técnicos em Telecomunicações","Técnicos de Nível Médio",41,1853.29,754291.63,407,3,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3133"
2008,"Engenheiros Químicos","Profissionais das Ciências e das Artes",45,5774.33,1755398.2,304,2,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2145"
2008,"Recepcionistas","Trabalhadores de Serviços Administrativos",41,774.8,24687483.34,31863,10,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4221"
2008,"Oficiais de Convés","Profissionais das Ciências e das Artes",37,750.17,498863.88,665,7,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2151"
2008,"Auditores Fiscais e Técnicos da Receita Federal","Profissionais das Ciências e das Artes",45,13321.85,237248920.61,17809,349,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2541"
2008,"Outros Trabalhadores dos Serviços Funerários","Trabalhadores de Serviços e Comércio",45,804.87,2214224.23,2751,2,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5166"
2008,"Inspetores de Alunos","Técnicos de Nível Médio",42,806.47,56263049.17,69764,57,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3341"
2008,"Supervisores de Manutenção Eletroeletrônica","Trabalhadores de Manutenção e Reparação",46,946.76,27456.06,29,1,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9501"
2008,"Cuidadores","Trabalhadores de Serviços e Comércio",38,827.67,9872463.82,11928,25,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5162"
2008,"Técnicos Ambientais e Efluentes","Técnicos de Nível Médio",44,1962.61,1770281.65,902,5,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3115"
2008,"Corretores de Imóveis","Técnicos de Nível Médio",34,1105.31,5526.55,5,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3546"
2008,"Técnicos de Odontologia","Técnicos de Nível Médio",39,1029.95,20173799.38,19587,9,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3224"
2008,"Diretores de Obras em Construção","Dirigentes",46,1651.35,1251729.38,758,3,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1223"
2008,"Operadores de Máquinas","Trabalhadores Especializados da Produção",46,1141.02,1497020.6,1312,4,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7212"
2008,"Garçons e Barmen","Trabalhadores de Serviços e Comércio",43,706.28,25973618.9,36775,33,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5134"
2008,"Técnicos Mecânicos","Técnicos de Nível Médio",45,1640.64,1496272.52,912,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3141"
2008,"Diretores Gerais","Dirigentes",44,2625.28,18017305.91,6863,11,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1210"
2008,"Mecânicos de Bombas e Motores","Trabalhadores de Manutenção e Reparação",42,974.56,310886.17,319,2,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9111"
2008,"Pescadores","Técnicos de Nível Médio",42,998.47,317515.44,318,6,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3412"
2008,"Encanadores","Trabalhadores Especializados da Produção",45,943.97,6972187.82,7386,5,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7241"
2008,"Produtores Agrícolas na Fruticultura","Trabalhadores Agropecuários, Florestais e da Pesca",40,554.41,579362.65,1045,31,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6125"
2008,"Pintores de Equipamentos e Estruturas Metálicas","Trabalhadores Especializados da Produção",44,1071.8,912104.11,851,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7233"
2008,"Técnicos em Operação de Emissoras de Rádio","Técnicos de Nível Médio",43,1501.72,473043.3,315,3,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3731"
2008,"Supervisores Financeiros","Trabalhadores de Serviços Administrativos",41,1574.2,3855221.34,2449,2,"#B7834B","/static/img/icons/occupation_group/occupation_group_4.png","4102"
2008,"Técnicos de Controle da Produção","Técnicos de Nível Médio",38,1377.89,2998304.35,2176,13,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3912"
2008,"Mecânicos de Máquinas Industriais","Trabalhadores de Manutenção e Reparação",50,861.44,3945409.53,4580,8,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9113"
2008,"Jornalistas","Profissionais das Ciências e das Artes",40,2263.86,8403469.24,3712,3,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2611"
2008,"Trabalhadores de Soldagem","Trabalhadores Especializados da Produção",46,1155.31,898836.28,778,1,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7243"
2008,"Técnicos em Logística de Transportes","Técnicos de Nível Médio",40,1682.35,3665851.01,2179,18,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3421"
2008,"Agentes de Investigação","Técnicos de Nível Médio",43,2995.96,71405716.9,23834,361,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3518"
2008,"Outros Trabalhadores nos Serviços de Alimentação","Trabalhadores de Serviços e Comércio",41,483.74,572273.73,1183,14,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5135"
2008,"Relações Públicas","Profissionais das Ciências e das Artes",44,2404.59,11566079.43,4810,8,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2531"
2008,"Intérpretes Musicais","Profissionais das Ciências e das Artes",38,1226.05,1547280.96,1262,13,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2627"
2008,"Compradores","Técnicos de Nível Médio",42,1774.31,775376.23,437,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3542"
2008,"Arquivistas e Museólogos","Profissionais das Ciências e das Artes",70,1950.84,4492803.95,2303,7,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2613"
2008,"Agricultores de Gramíneas","Trabalhadores Agropecuários, Florestais e da Pesca",42,600.77,7810.05,13,3,"#105B10","/static/img/icons/occupation_group/occupation_group_6.png","6221"
2008,"Artistas da Dança","Profissionais das Ciências e das Artes",36,1403.3,304517.22,217,2,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2628"
2008,"Gestores Públicos","Dirigentes",39,3092.73,417518.93,135,4,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1115"
2008,"Professores de Arquitetura e Engenharia do Ensino Superior","Profissionais das Ciências e das Artes",49,4440.97,892635.61,201,13,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2343"
2008,"Pintores de Obras e Interiores","Trabalhadores Especializados da Produção",45,968.74,2627230.52,2712,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7166"
2008,"Gerentes de Produção e Operações em Agropecuária","Dirigentes",39,1813.4,339106.9,187,2,"#752277","/static/img/icons/occupation_group/occupation_group_1.png","1411"
2008,"Engenheiros Eletricistas","Profissionais das Ciências e das Artes",43,3982.69,1385977.33,348,2,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2143"
2008,"Supervisores das Indústrias de Mobiliário","Trabalhadores Especializados da Produção",50,1238.73,141215.25,114,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7701"
2008,"Técnicos em Metalurgia","Técnicos de Nível Médio",51,2747.23,329668.67,120,6,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3146"
2008,"Mecânicos Veicular Básico","Trabalhadores de Manutenção e Reparação",43,997.19,1006167.98,1009,1,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9921"
2008,"Revestidores de Concreto","Trabalhadores Especializados da Produção",48,843.04,29506.48,35,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7161"
2008,"Aplicadores de Pisos e Revestimentos","Trabalhadores Especializados da Produção",45,745.28,77509.19,104,3,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7165"
2008,"Técnicos em Biologia","Técnicos de Nível Médio",34,876.64,35065.72,40,1,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3201"
2008,"Supervisores da Produção de Utilidades","Trabalhadores da Indústria",42,1312.37,472453.43,360,4,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8601"
2008,"Técnicos em Manutenção de Equipamentos Biomédicos","Trabalhadores de Manutenção e Reparação",35,1685.19,117963.31,70,2,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9153"
2008,"Trabalhadores dos Transportes Coletivos","Trabalhadores de Serviços e Comércio",42,1672.51,7808969.85,4669,13,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5112"
2008,"Técnicos de Apoio em Pesquisa e Desenvolvimento","Técnicos de Nível Médio",44,3195.33,15050032.62,4710,28,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3951"
2008,"Ceramistas","Trabalhadores Especializados da Produção",38,737.47,33923.68,46,5,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7523"
2008,"Trabalhadores de Serviços Veterinários","Trabalhadores de Serviços e Comércio",41,759.16,116911.08,154,3,"#17BCEF","/static/img/icons/occupation_group/occupation_group_5.png","5193"
2008,"Trabalhadores da Manutenção de Trilhos","Trabalhadores de Manutenção e Reparação",44,869.69,905356.55,1041,7,"#581F05","/static/img/icons/occupation_group/occupation_group_9.png","9911"
2008,"Técnicos em Artes Gráficas","Técnicos de Nível Médio",42,2694.4,611630.69,227,5,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3713"
2008,"Trabalhadores da Fabricação de Cerâmica para Construção","Trabalhadores da Indústria",53,749.41,18735.41,25,2,"#FFC41C","/static/img/icons/occupation_group/occupation_group_8.png","8281"
2008,"Técnicos de Projeção","Técnicos de Nível Médio",40,1449.1,75353.3,52,2,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3743"
2008,"Técnicos de Apoio à Bioengenharia","Técnicos de Nível Médio",47,2543.74,117012.32,46,4,"#D66011","/static/img/icons/occupation_group/occupation_group_3.png","3012"
2008,"Membros do Ministério Público","Profissionais das Ciências e das Artes",41,24051.82,135411802.63,5630,102,"#CC0000","/static/img/icons/occupation_group/occupation_group_2.png","2422"
2008,"Ajustadores Mecânicos Polivalentes","Trabalhadores Especializados da Produção",44,1089.59,448911.65,412,2,"#9EDAE5","/static/img/icons/occupation_group/occupation_group_7.png","7250"
